hatespeech,index
اقذر اغبى اجهل القتل الذبح اغتصاب الاطفال يخالفهم سارقي اموال,1
اقذر مقدمة فعلا وبها فجور ووقاحه عجيبه,1
اقرع هجالات كشمتهم العطاي كالراطو,1
اقز روحا,1
اقسم,0
اقسم اجمل مانجبت,0
اقسم الهما طايح,0
اقسم امسط نقلو يتفكرها الفكاهة,1
اقسم تلقيح يحمي مالكورونة بنسبة,0
اقسم طايح,0
اقصى نقلو ارتقي فالقاع,1
اقض تقدم,1
اڨل الهل,1
اقلي,1
اقلي يز,1
اقمار فى,1
اقمار ودعاية ومبنى فى,1
اقمت احلي الاربع وارضا احمدو,1
اقنعت,1
اقنعني وعجبني طريقة تفير لوضع,0
اقوة لقطة ايهبل,0
اقول براڤوا,0
اقول خنزيره ساقطه واريد اسال ابوها شرعيه وشنو لربك وللمجتمع ذريه صالحه دعاء اللعنه واعلم النبي صلى ءادم انقطع عمله صدقة جاريه وعلم بثه صدور صالح,1
اقولن,1
اقوى,0
اقوى اعماق ارحم عزت ومحلى,0
اقوى الدرامات تخلينا متشوقين للحلقة بعدها,0
اقوى الفئة لتكرز نقلهم مشكلتكم ماكمش فاهمين,0
اقوى الممثلات غادة,0
اقوى سياسة لسانو يغزل لحرير,0
اقوى عسل نقطة للسطر نقاش,0
اقوى لقطة برفوا,0
اقوى لقطة صحى,0
اقوى لقطة مااحلى وابن الخوه,0
اقوى لقطه,0
اقوى ممثلة,0
اقوى ومعلم,0
اقوي لقطه بلحق الصحه,0
اقيروا فياصحة,1
اقيروا واصحة,1
اكبا,1
اكبا لاستجاب لطلبا المتزايد لمواطني,1
اكبرمناف الاستغنا,1
اكبري اكبري,1
اكتافك,1
اكتسبنا امانة صحة الارقام فالمستقبل الكثير,0
اكتشاف القاح دقيقة باستور دكاترة بوناطيرو,0
اكتشاف الهقاح دقيقة باستور دكاترة بوناطيرو,0
اكتشاف دواء يعلج,0
اكذب,1
اكذبو زيدوالعزوز صابة,0
اكذبو صابة,0
اكرها,1
اكم الميكروات باكثر,0
اكن يوما انصار انتقدت مترشح لرئاسة ركع حاليا القادة اثبت قدرة التواصل يساوي غيري جندي امر,0
اكهو مريقل وحدكم,1
اكون عونكهو,0
اكون فى ابقي الانسانية ثقتنا فى شخصكهوالمجموعة انصاف شكرئ والبقية جزاكم,0
الاباء يشفاها,0
الابداع,0
الابله,1
الابله حايتها,1
الاتحاد عقلية العرف المدير جانبا,0
الاتحاد لشغل وقفة الوزارات انولو سنغفورة,0
الاجابات الاستهزاء,1
الاجان,1
الاجتماعات مراية,0
الاجتماعية لزواولة بداية تقراش متثقفة الخوف الخوف افواج اتجا تخسرنا لتقليل بكورونا,0
الاجد قانوني اطفالن,1
الاجد لياخ,1
الاجراء اخذته,1
الاجراء يشمل الافراد تاخير بحالة البنك التاجيل,0
الاجنب نام,1
الاجيال,1
الاحترام,0
الاحترام التقدير,0
الاحترام التقدير الكريم,0
الاحترام التقدير تبذلون الطاقم يشكر فيذكر سيجعل,0
الاحترام التقدير دكتورلكن شاء دفاتر,0
الاحترام التقدير سيكتشف معدنك الاصيل,0
الاحترام التقدير شاء دفاتر,0
الاحترام التقدير صعبة لكنك المستوى,0
الاحترام التقدير عمال يحمي الامراض انحني,0
الاحترام التقدير لرجل الفريق الاطار يحميكم يقويكم,0
الاحترام التقدير معكم الذباب الازرق بالمرصاد,0
الاحترام التقدير ملامح كافية لتعبير اثناء فى العون,0
الاحترام التقدير وداتكم,0
الاحترام التقدير يقعدوا ديار كاينا معملنا تلم مستشفى اوتيل يشفى,0
الاحترام الرائع تخاذل العصابات اعلامين ورجال ومحتكرين القطاع قطاع يؤمن وصول بقية القطاعات,0
الاحترام الرجاء المرضين نحارب الغد,0
الاحترام تبذلون,0
الاحترام سياسيه محنكه,0
الاحترام شاء,0
الاحترام فيكهو,0
الاحترام لفكركهو لشخصك,0
الاحترام محنك,0
الاحترام والتقدير,0
الاحترام والتقدير العون,0
الاحترام والتقدير المتمسك باصول التوانسا الاصلين,0
الاحترام والتقدير المتمسك باصول التوانسا الاصليين,0
الاحترام والتقدير الهطيف تبالي,0
الاحترام والتقدير الهطيف صحتك وعائلتك,0
الاحترام والتقدير الهطيف عونكهوعون البدلة البيضاء,0
الاحترام والتقدير الهمعكم,0
الاحترام والتقدير برجال,0
الاحترام والتقدير تبذلون والطواقم الطبية والشب ودات وتضحيات سبيل حماية ارواح والذود امنا القومي,0
الاحترام والتقدير حفظك,0
الاحترام والتقدير رغم اختلافى حركة,0
الاحترام والتقدير سيكتب ويسجل,0
الاحترام والتقدير فخرا,0
الاحترام والتقدير قمة الاخلاق والوطنية يحميكهويوفقك,0
الاحترام والتقدير لرجل,0
الاحترام والتقدير لسيادتكم معكم,0
الاحترام والتقدير لشخصكم,0
الاحترام والتقدير لفائدة والوطن امضي تبالي,0
الاحترام والتقدير لكهولجميع الاطارات الطبية ودات تبذلون محاربة والحفاظ حياة التونسين اخشى تذ وداتكم سدى اجراءات حكومتنا العقيمة لاتقدر تطبيق توفير لملتزمين قادرة لاحتكار لغلاء الاسعار لذلك اتوقع انفلاتات السيطرة تضربكهوتحرم البكاء,0
الاحترام والتقدير لوزير,0
الاحترام والتقدير معكهومعكم وينصركم والخونة والعملاء,0
الاحترام والتقدير والاحترام راجين القدير ويسد خطاكم,0
الاحترام والتقدير والدعم لوزير الهطيف,0
الاحترام والتقدير والدعم وشعب,0
الاحترام والتقدير والي الاشاوس,0
الاحترام والتقدير وثقتنا بيكم,0
الاحترام والتقدير وثقتنا بيكم التوفيق,0
الاحترام والتقدير وجزاكم الهطيف بالتوفيق الطاقم وزارة,0
الاحترام والتقدير وفقكم,0
الاحترام والتقدير وفقكم وسد خطاكم,0
الاحترام والتقدير ولجميع الاطارات الطبية ودات تبذلون محاربة والحفاظ حياة التونسينلكن اخشى تذ وداتكم سدى اجراءات حكومتنا العقيمة لاتقدر تطبيق توفير لملتزمين قادرة لاحتكار لغلاء الاسعار لذلك اتوقع انفلاتات السيطرة تضربكهوتحرم البكاء,0
الاحترام والتقدير ولكل الاطار والشب املنا,0
الاحترام والتقدير يديم والعافية,0
الاحترام والتقدير يرفع درجاتك,0
الاحترام والتقدير يعينكم,0
الاحترام والتقدير يهزك,0
الاحترام والدعم لدكتور الهطيف,0
الاحترام والدعم والحب,0
الاحترام وتقدير ياسيدي,0
الاحتكار,0
الاحتلال الاسرى,0
الاحرف,1
الاحسن يتوبوا يرفع يسكروا,0
الاحسن ينشط,0
الاحسن ييد ينشط,0
الاحصاء ديارهم,0
الاحم,1
الاحوال,1
الاخبار النصائح لتفادي واجبنا تنوير محاربة الاشاعات البلبلة ضمان سلامة,0
الاخت,0
الاخت سياسية راقية التفكير,0
الاختبار عرفتو ناجع بتقولو غريبة عجيبة,0
الاخراج,0
الاخلاق,1
الاخلاق فاطمة بوساحة,1
الاخلاق يملكه,0
الاخوة الهي متفاهمة,0
الاخوة متفاهمة,0
الادارية بالاف المرات اسرة اتثيرو,0
الاذاعة,1
الاذان والتلافز متاعنا ييتفرج يشق الفطر,1
الاذلال,1
الاراض,1
الارت اقسم باله خاصكم نساكم لبسالة,1
الارضي,1
الارعن لعنه,1
الاروع الاكثر حضورا مليئ بالنجوم,0
الاروع الاكثر حضورا مليئه بالنجوم,0
الارياف وصلول مواد غهذائية متطلبات مواد تنظيف,0
الازدحام وسائل,0
الازقة خاوية السكان ملتزمون كميون الجلبانة الكلغ يامادام يكن الحسبان,0
الازيا,1
الاساتذ فالاحمر افعال,1
الاساتذة الجامعين يدرسو المفروض فيديو دقائق يفسر مبسطة,0
الاساتذة الجامعين يدرسو المفروض فيديو دقائق يفسر مبسطة طريقة استعمال,0
الاساس لبن,1
الاساس لبن لاسوا لاسوا زري,1
الاسب لدماء,1
الاستثنائي,0
الاستجاب تاكي,1
الاستخفاف بحياة,0
الاستشفائ,0
الاستعانة بالجيش المخالفين,0
الاستغفار,0
الاستغفار والصلاة سيدنا سيدنا اجمعين,0
الاستمارة,0
الاستيان,0
الاسلامين,1
الاسم الملاهط,1
الاسم رقم,0
الاسواق,1
الاسود اسودا والخنازير,1
الاسئلة محضرينهم,1
الاصابات,0
الاصابات المؤكدة لمستشفيات,0
الاصابات انخفاض,0
الاصابات شديتو اصابات المتلوي والخافي متكذبوش وخلينا نتكلمو,0
الاصابات محلية,0
الاصالة اصيل,0
الاصف تاحذن,1
الاصلاح الابتدائ لثانو لجامع,1
الاصلي,1
الاصلي الهو,1
الاصي,1
الاصيل,0
الاصيل بكيت لموقفك وتمنيت الموجودين ياخذو الموقف وانحني تقديرا,0
الاصيل شاءالله ديمه,0
الاصيلة,0
الاطار بالالتزام بمسافة السلامة خصوصا يكونوا محمين راينا الزيارة الميدانية,0
الاطار ويحمي,0
الاطرا,1
الاطفال اطفال الروضة يغنون مزاطيل,1
الاطفال اطفال الروضة يغنون مزاطيل المفروض رقابة لبعض الاغاني تليق قيمة سوی افساد الذوق هابط,1
الاعاقة اعاقة جسد عضو الجسد اعاقة تحية كبرى الاستاذة,0
الاعاقة اعاقة جسد عضو الجسد اعاقة تحية كبرى الاستاذة احييها,0
الاعاقة جسدية,0
الاعانا,1
الاعتبا لسكا لخرو,1
الاعتذار الغباء,1
الاعد,1
الاعل لقوا,1
الاعلامي,1
الاعلامي والمحلي الساسي,1
الاعلامين موافقني,0
الاعلان تخصيص منحة سنوية بة تراوح تخص لدعم البحث المتعلق بالوقاية انتشار تقديم بة بمبلغ جمعية التابعة لاتحاد لبنوك جانب بالتبرع بيوم موظفي الاتحاد لبنوك اعطاء المتعاملين البنك الناشطين الصناعات العلاقة بقطاع امتيازات تخص مبالغ واجال الاسترجاع,0
